Location,City,State,Country,CountryCode,Locality,LocalityGeneral,LocalitySpecific,LocalityType,GPSAltitude,GPSAltitudeRef,GPSDestBearing,GPSDestBearingRef,GPSDOP,GPSHPositioningError,GPSImgDirection,GPSImgDirectionRef,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSMapDatum,GPSProcessingMethod,GPSSpeed,GPSSpeedRef,GPSTimeStamp,GPSVersionID,Threshold,Show on Map
Spinnakers Brewpub & Guesthouses,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42909199,N,-123.3851311,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Spinnakers Brewpub and Guest Houses,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Spinnakers Brewpub and Guesthous,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Squamish General Hospital,Squamish,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
St. Ann's Academy,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.41911896,N,-123.3639979,W,-,-,-,-,-,2 2 0 0,50,Show on Map
St. George's Anglican Church,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46280922,N,-123.2942015,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Stanley Park,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.3008094,N,-123.1309462,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Stave Lake Road,Mission,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Stawamus Chief Provincial Park,Squamish,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.69304982,N,-123.1329203,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Studio 4,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42599688,N,-123.3638477,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Summit Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4456287,N,-123.3542991,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sunset Beach Park,Vancouver,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.27768873,N,-123.1360531,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Sunset Park,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.89362834,N,-124.5537052,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Swan Lake,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46363092,N,-123.3682144,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Swartz Bay Ferry Terminal,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,48.68635383,N,-123.411707,W,-,-,-,-,-,-,50,Show on Map
Swartz Bay to Tsawwassen,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.95213058,N,-123.200467,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Swatz Bay Ferry Terminal,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Sweet Farm Tours,Whyanbeel,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.37707167,S,145.3659517,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Sydney Airport,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.93784144,S,151.1750507,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Ta Prohm,Siem Reap,Siem Reap,Cambodia,KHM,-,-,-,-,-,-,-,-,-,-,-,-,13.43499722,N,103.88925,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Tao Dan Park,Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,-,-,-,-,-,-,-,-,-,-,-,-,10.77426944,N,106.6930806,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Teddington Lock,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.43008241,N,-0.322799786,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Tee Pee Park Campground and Airforce Beach,Comox,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.72130942,N,-124.8867953,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Temple of the Golden Buddha [Wat Traimit],Bangkok,Bangkok,Thailand,THA,-,-,-,-,-,-,-,-,-,-,-,-,13.73795556,N,100.5137,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Texada Elementary School,Texada,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
The Beach House Restaurant,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.52174912,N,-123.3669088,W,-,-,-,-,-,2 2 0 0,50,Show on Map
The Bluffs,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
The Hudson,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42956541,N,-123.3635098,W,-,-,-,-,-,2 2 0 0,50,Show on Map
The Mill,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.87388172,N,-124.5519376,W,-,-,-,-,-,2 2 0 0,50,Show on Map
The Rivers,Yarrow,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.08223942,N,-122.0554286,W,-,-,-,-,-,2 2 0 0,50,Show on Map
The Rocks,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.85887871,S,151.2081492,E,-,-,-,-,0,2 2 0 0,50,Show on Map
The Round House,Fremantle,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-32.05612913,S,115.7412887,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Thetis Lake,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.47849751,N,-123.4659004,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Three Sisters,Katoomba,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.73176358,S,150.3128815,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Thunderbird Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.41970223,N,-123.3665566,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Thurston Bay Forest Services Ranger Station,Thurston Bay,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Tiger Lily Farm,Errington,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.26941471,N,-124.361093,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Tiger Temple,Sai Yok District,Kanchanaburi Province,Thailand,THA,-,-,-,-,-,0,-,-,-,-,-,-,14.11777498,N,99.23201323,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Tigh Na Mara,Parksville,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.31084085,N,-124.2614597,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Tillicum Mall,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.45472311,N,-123.3951491,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Todd Inlet,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.56132908,N,-123.4657931,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Topaz Park,Victoria,British Columbia,Canada,CAN,-,-,-,-,18,0,-,-,-,-,-,-,48.44583333,N,-123.3631667,W,-,-,-,-,0.054513889,2 2 0 0,50,Show on Map
Town Beach,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.42935888,S,152.918787,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Toyah Towers Balancing Rocks,Wangetti,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.69407322,S,145.5977465,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Tree House Cafe,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.85374037,N,-123.4985134,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Tulista Park,Sidney,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.64254984,N,-123.3998899,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Tumbalong Park,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.87479712,S,151.2011465,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Tuol Sleng Genocide Museum,Phnom Penh,Phnom Penh,Cambodia,KHM,-,-,-,-,-,0,-,-,-,-,-,-,11.54947743,N,104.9176291,E,-,-,-,-,-,2 2 0 0,50,Show on Map
UniLodge,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.88383018,S,151.1951485,E,-,-,-,-,0,2 2 0 0,50,Show on Map
University of Victoria,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4635171,N,-123.3117163,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Uptown,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.45526033,N,-123.3754791,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Valentine Mountain,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,49.87332778,N,-124.5206667,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Van Anda,Texada,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Vancouver International Airport,Richmond,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.19617618,N,-123.1778526,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Vesuvias Harbour,Salt Spring Island,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Victoria Clipper Ferry,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.77129128,N,-122.4402237,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Victoria Clipper Ferry Terminal,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42220559,N,-123.3739758,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Victoria Conference Centre,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42129245,N,-123.3665793,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Victoria Courthouse Playground,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.42213439,N,-123.360731,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Victoria General Hospital,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.46665439,N,-123.4330595,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Victoria Gymnastics,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43234709,N,-123.3695126,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Victoria Hospice,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Victoria International Airport [YYJ],Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.64043457,N,-123.4297282,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Victoria Paintball Adventures,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.40892141,N,-123.5616231,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Victoria Park,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.88594996,S,151.1925173,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Victoria Quay,Port Alberni,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.25716215,N,-124.8136139,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Village Bay Ferry Terminal,Mayne Island,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.84468234,N,-123.3252534,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Waimea Canyon,Kauai,Hawaii,United States of America,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Walking the Beaches,Port Macquarie,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.46542162,S,152.9340649,E,-,-,-,-,0,2 2 0 0,50,Show on Map
War Remnants Museum,Ho Chi Minh City,Ho Chi Minh City,Vietnam,VNM,-,-,-,-,-,0,-,-,-,-,-,-,10.77932212,N,106.6923738,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Wat Arun,Bangkok,Bangkok,Thailand,THA,-,-,-,-,-,0,-,-,-,-,-,-,13.74405403,N,100.4886389,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Wat Phnom,Phnom Penh,Phnom Penh,Cambodia,KHM,-,-,-,-,-,0,-,-,-,-,-,-,11.5760134,N,104.9231136,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Wat Pho Reclining Buddha,Bangkok,Bangkok,Thailand,THA,-,-,-,-,-,-,-,-,-,-,-,-,13.74676389,N,100.4932306,E,-,-,-,-,-,2 3 0 0,50,Show on Map
Waterfront Park,Kelowna,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.89068088,N,-119.4982696,W,-,-,-,-,0,2 2 0 0,50,Show on Map
Westburn Beach House and Cottages,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.38146974,N,-123.687821,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Western Communities Bus Exchange,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4454579,N,-123.4659004,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Western Speedway,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.4740451,N,-123.4994709,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Westview Viewpoint,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
Whiffin Spit,Sooke,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.35673382,N,-123.7218046,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Whimbledon Commons,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.4396,N,-0.208644971,W,-,-,-,-,-,2 3 0 0,50,Show on Map
Whippletree [475 Trans Canada Highway],Duncan,British Columbia,Canada,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,Show on Map
WILD LIFE Sydney Zoo,Sydney,New South Wales,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-33.86957818,S,151.2015671,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Wildlife Habitat,Port Douglas,Queensland,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-16.52602332,S,145.4635521,E,-,-,-,-,-,2 2 0 0,50,Show on Map
Willingdon Beach,Powell River,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.8462074,N,-124.5291924,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Willows Beach,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.43366401,N,-123.3037663,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Witty's Lagoon,Victoria,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,48.38641121,N,-123.5113907,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Woodbridge House,Woodbridge,Western Australia,Australia,AUS,-,-,-,-,-,0,-,-,-,-,-,-,-31.88899883,S,115.9867591,E,-,-,-,-,0,2 2 0 0,50,Show on Map
Woodland Park Zoo,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.62120683,N,-122.3495007,W,-,-,-,-,0,2 2 0 0,50,Show on Map
World Parrot Refuge,Coombs,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.30507686,N,-124.4109392,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Yarrow Pioneer Park,Yarrow,British Columbia,Canada,CAN,-,-,-,-,-,0,-,-,-,-,-,-,49.08167022,N,-122.0542538,W,-,-,-,-,-,2 2 0 0,50,Show on Map
Ye Olde Curiosity Shop,Seattle,Washington,United States of America,USA,-,-,-,-,-,0,-,-,-,-,-,-,47.60430893,N,-122.3391781,W,-,-,-,-,0,2 2 0 0,50,Show on Map
ZSL London Zoo,London,Southeast England,England,GBR,-,-,-,-,-,-,-,-,-,-,-,-,51.53513046,N,-0.153181592,W,-,-,-,-,-,2 3 0 0,50,Show on Map
